left_hub_id,left_title,left_route,left_count,right_hub_id,right_title,right_route,right_count,relationship,exact_inventory,intersection_count,union_count,jaccard_similarity,left_contained_in_right,right_contained_in_left,unique_to_left,unique_to_right,automated_warning,destructive_action_taken
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_dragons,Dragons Coloring Pages,/coloring-pages/dragons,259,other,false,259,6352,0.040775,0.040775,1,6093,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_ducks,Ducks Coloring Pages,/coloring-pages/ducks,19,other,false,19,6352,0.002991,0.002991,1,6333,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_dungeon,Dungeon Coloring Pages,/coloring-pages/dungeon,99,right child of left,false,99,6352,0.015586,0.015586,1,6253,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_eagles,Eagles Coloring Pages,/coloring-pages/eagles,22,other,false,22,6352,0.003463,0.003463,1,6330,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_easy,Easy Coloring Pages,/coloring-pages/easy,1300,other,false,1300,6352,0.20466,0.20466,1,5052,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_elephants,Elephants Coloring Pages,/coloring-pages/elephants,17,other,false,17,6352,0.002676,0.002676,1,6335,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_fairies,Fairies Coloring Pages,/coloring-pages/fairies,37,other,false,37,6352,0.005825,0.005825,1,6315,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_fantasy,Fantasy Coloring Pages,/coloring-pages/fantasy,1265,right child of left,false,1265,6352,0.19915,0.19915,1,5087,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_fantasy_creatures,Fantasy Creatures Coloring Pages,/coloring-pages/fantasy-creatures,531,other,false,531,6352,0.083596,0.083596,1,5821,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_fantasy_dragons,Fantasy Dragons Coloring Pages,/coloring-pages/fantasy-dragons,49,other,false,49,6352,0.007714,0.007714,1,6303,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_fish,Fish Coloring Pages,/coloring-pages/fish,16,other,false,16,6352,0.002519,0.002519,1,6336,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_flowers,Flowers Coloring Pages,/coloring-pages/flowers,346,other,false,346,6352,0.054471,0.054471,1,6006,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_food,Food Coloring Pages,/coloring-pages/food,261,right child of left,false,261,6352,0.041089,0.041089,1,6091,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_for_kids,Coloring Pages for Kids,/coloring-pages/for-kids,1335,right child of left,false,1335,6352,0.21017,0.21017,1,5017,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_forest,Forest Coloring Pages,/coloring-pages/forest,72,right child of left,false,72,6352,0.011335,0.011335,1,6280,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_foxes,Foxes Coloring Pages,/coloring-pages/foxes,40,other,false,40,6352,0.006297,0.006297,1,6312,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_garden,Garden Coloring Pages,/coloring-pages/garden,195,right child of left,false,195,6352,0.030699,0.030699,1,6157,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_garden_flowers,Garden Flowers Coloring Pages,/coloring-pages/garden-flowers,95,other,false,95,6352,0.014956,0.014956,1,6257,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_geometric,Geometric Coloring Pages,/coloring-pages/geometric,55,other,false,55,6352,0.008659,0.008659,1,6297,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_geometric_dogs,Geometric Dogs Coloring Pages,/coloring-pages/geometric-dogs,85,other,false,85,6352,0.013382,0.013382,1,6267,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_giraffes,Giraffes Coloring Pages,/coloring-pages/giraffes,19,other,false,19,6352,0.002991,0.002991,1,6333,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_griffins,Griffins Coloring Pages,/coloring-pages/griffins,21,other,false,21,6352,0.003306,0.003306,1,6331,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_halloween,Halloween Coloring Pages,/coloring-pages/halloween,305,other,false,305,6352,0.048016,0.048016,1,6047,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_hedgehogs,Hedgehogs Coloring Pages,/coloring-pages/hedgehogs,15,other,false,15,6352,0.002361,0.002361,1,6337,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_hippos,Hippos Coloring Pages,/coloring-pages/hippos,16,other,false,16,6352,0.002519,0.002519,1,6336,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_holidays,Holidays Coloring Pages,/coloring-pages/holidays,874,right child of left,false,874,6352,0.137594,0.137594,1,5478,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_horses,Horses Coloring Pages,/coloring-pages/horses,16,other,false,16,6352,0.002519,0.002519,1,6336,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_houses,Houses Coloring Pages,/coloring-pages/houses,54,other,false,54,6352,0.008501,0.008501,1,6298,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_hydras,Hydras Coloring Pages,/coloring-pages/hydras,15,other,false,15,6352,0.002361,0.002361,1,6337,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_indoor_plants,Indoor Plants Coloring Pages,/coloring-pages/indoor-plants,128,other,false,128,6352,0.020151,0.020151,1,6224,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_insects,Insects Coloring Pages,/coloring-pages/insects,179,other,false,179,6352,0.02818,0.02818,1,6173,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_kawaii,Kawaii Coloring Pages,/coloring-pages/kawaii,88,other,false,88,6352,0.013854,0.013854,1,6264,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_knights,Knights Coloring Pages,/coloring-pages/knights,39,other,false,39,6352,0.00614,0.00614,1,6313,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_koalas,Koalas Coloring Pages,/coloring-pages/koalas,22,other,false,22,6352,0.003463,0.003463,1,6330,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_lions,Lions Coloring Pages,/coloring-pages/lions,32,other,false,32,6352,0.005038,0.005038,1,6320,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_lizards,Lizards Coloring Pages,/coloring-pages/lizards,32,other,false,32,6352,0.005038,0.005038,1,6320,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_llamas,Llamas Coloring Pages,/coloring-pages/llamas,15,other,false,15,6352,0.002361,0.002361,1,6337,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_mammoths,Mammoths Coloring Pages,/coloring-pages/mammoths,20,other,false,20,6352,0.003149,0.003149,1,6332,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_mandalas,Mandalas Coloring Pages,/coloring-pages/mandalas,23,other,false,23,6352,0.003621,0.003621,1,6329,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_medieval_fantasy,Medieval Fantasy Coloring Pages,/coloring-pages/medieval-fantasy,194,other,false,194,6352,0.030542,0.030542,1,6158,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_megalodon,Megalodon Coloring Pages,/coloring-pages/megalodon,16,other,false,16,6352,0.002519,0.002519,1,6336,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_mermaids,Mermaids Coloring Pages,/coloring-pages/mermaids,26,other,false,26,6352,0.004093,0.004093,1,6326,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_monkeys,Monkeys Coloring Pages,/coloring-pages/monkeys,14,other,false,14,6352,0.002204,0.002204,1,6338,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_moose,Moose Coloring Pages,/coloring-pages/moose,18,other,false,18,6352,0.002834,0.002834,1,6334,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_mushrooms,Mushrooms Coloring Pages,/coloring-pages/mushrooms,218,other,false,218,6352,0.03432,0.03432,1,6134,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_mythology,Mythology Coloring Pages,/coloring-pages/mythology,227,other,false,227,6352,0.035737,0.035737,1,6125,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_ocean,Ocean Coloring Pages,/coloring-pages/ocean,154,right child of left,false,154,6352,0.024244,0.024244,1,6198,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_octopus,Octopus Coloring Pages,/coloring-pages/octopus,20,other,false,20,6352,0.003149,0.003149,1,6332,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_otters,Otters Coloring Pages,/coloring-pages/otters,21,other,false,21,6352,0.003306,0.003306,1,6331,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_owls,Owls Coloring Pages,/coloring-pages/owls,28,other,false,28,6352,0.004408,0.004408,1,6324,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_pandas,Pandas Coloring Pages,/coloring-pages/pandas,30,other,false,30,6352,0.004723,0.004723,1,6322,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_pegasus,Pegasus Coloring Pages,/coloring-pages/pegasus,29,other,false,29,6352,0.004565,0.004565,1,6323,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_penguins,Penguins Coloring Pages,/coloring-pages/penguins,20,other,false,20,6352,0.003149,0.003149,1,6332,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_phoenix,Phoenix Coloring Pages,/coloring-pages/phoenix,18,other,false,18,6352,0.002834,0.002834,1,6334,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_planes,Planes Coloring Pages,/coloring-pages/planes,92,other,false,92,6352,0.014484,0.014484,1,6260,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_plants,Plants Coloring Pages,/coloring-pages/plants,586,right child of left,false,586,6352,0.092254,0.092254,1,5766,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_playing_cards,Playing Cards Coloring Pages,/coloring-pages/playing-cards,12,right child of left,false,12,6352,0.001889,0.001889,1,6340,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_plushie_animals,Plushie Animals Coloring Pages,/coloring-pages/plushie-animals,105,other,false,105,6352,0.01653,0.01653,1,6247,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_plushie_cats,Plushie Cats Coloring Pages,/coloring-pages/plushie-cats,21,other,false,21,6352,0.003306,0.003306,1,6331,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_plushie_dogs,Plushie Dogs Coloring Pages,/coloring-pages/plushie-dogs,12,other,false,12,6352,0.001889,0.001889,1,6340,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_plushie_dragons,Plushie Dragons Coloring Pages,/coloring-pages/plushie-dragons,75,other,false,75,6352,0.011807,0.011807,1,6277,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_plushie_triceratops,Plushie Triceratops Coloring Pages,/coloring-pages/plushie-triceratops,13,other,false,13,6352,0.002047,0.002047,1,6339,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_plushie_unicorns,Plushie Unicorns Coloring Pages,/coloring-pages/plushie-unicorns,14,other,false,14,6352,0.002204,0.002204,1,6338,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_plushie_whales,Plushie Whales Coloring Pages,/coloring-pages/plushie-whales,27,other,false,27,6352,0.004251,0.004251,1,6325,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_plushies,Plushies Coloring Pages,/coloring-pages/plushies,1704,right child of left,false,1704,6352,0.268262,0.268262,1,4648,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_prehistoric_animals,Prehistoric Animals Coloring Pages,/coloring-pages/prehistoric-animals,220,other,false,220,6352,0.034635,0.034635,1,6132,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_pumpkins,Pumpkins Coloring Pages,/coloring-pages/pumpkins,23,other,false,23,6352,0.003621,0.003621,1,6329,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_rabbits,Rabbits Coloring Pages,/coloring-pages/rabbits,22,other,false,22,6352,0.003463,0.003463,1,6330,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_reindeer,Reindeer Coloring Pages,/coloring-pages/reindeer,15,other,false,15,6352,0.002361,0.002361,1,6337,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_reptiles,Reptiles Coloring Pages,/coloring-pages/reptiles,156,other,false,156,6352,0.024559,0.024559,1,6196,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_robots,Robots Coloring Pages,/coloring-pages/robots,9,other,false,9,6352,0.001417,0.001417,1,6343,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_roses,Roses Coloring Pages,/coloring-pages/roses,9,other,false,9,6352,0.001417,0.001417,1,6343,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_santa,Santa Coloring Pages,/coloring-pages/santa,10,other,false,10,6352,0.001574,0.001574,1,6342,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_sea_life,Sea Life Coloring Pages,/coloring-pages/sea-life,236,other,false,236,6352,0.037154,0.037154,1,6116,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_sharks,Sharks Coloring Pages,/coloring-pages/sharks,19,other,false,19,6352,0.002991,0.002991,1,6333,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_sheep,Sheep Coloring Pages,/coloring-pages/sheep,14,other,false,14,6352,0.002204,0.002204,1,6338,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_sloths,Sloths Coloring Pages,/coloring-pages/sloths,28,other,false,28,6352,0.004408,0.004408,1,6324,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_snakes,Snakes Coloring Pages,/coloring-pages/snakes,18,other,false,18,6352,0.002834,0.002834,1,6334,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_spiders,Spiders Coloring Pages,/coloring-pages/spiders,28,other,false,28,6352,0.004408,0.004408,1,6324,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_st_patricks_day,St. Patrick's Day Coloring Pages,/coloring-pages/st-patricks-day,20,other,false,20,6352,0.003149,0.003149,1,6332,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_stegosaurus,Stegosaurus Coloring Pages,/coloring-pages/stegosaurus,17,other,false,17,6352,0.002676,0.002676,1,6335,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_sushi,Sushi Coloring Pages,/coloring-pages/sushi,161,other,false,161,6352,0.025346,0.025346,1,6191,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_t_rex,T-Rex Coloring Pages,/coloring-pages/t-rex,18,other,false,18,6352,0.002834,0.002834,1,6334,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_tigers,Tigers Coloring Pages,/coloring-pages/tigers,43,other,false,43,6352,0.00677,0.00677,1,6309,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_trains,Trains Coloring Pages,/coloring-pages/trains,102,other,false,102,6352,0.016058,0.016058,1,6250,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_trees,Trees Coloring Pages,/coloring-pages/trees,38,other,false,38,6352,0.005982,0.005982,1,6314,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_triceratops,Triceratops Coloring Pages,/coloring-pages/triceratops,22,other,false,22,6352,0.003463,0.003463,1,6330,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_turtles,Turtles Coloring Pages,/coloring-pages/turtles,44,other,false,44,6352,0.006927,0.006927,1,6308,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_unicorns,Unicorns Coloring Pages,/coloring-pages/unicorns,38,other,false,38,6352,0.005982,0.005982,1,6314,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_vehicles,Vehicles Coloring Pages,/coloring-pages/vehicles,373,right child of left,false,373,6352,0.058722,0.058722,1,5979,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_velociraptors,Velociraptors Coloring Pages,/coloring-pages/velociraptors,22,other,false,22,6352,0.003463,0.003463,1,6330,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_whales,Whales Coloring Pages,/coloring-pages/whales,40,other,false,40,6352,0.006297,0.006297,1,6312,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_witches,Witches Coloring Pages,/coloring-pages/witches,32,other,false,32,6352,0.005038,0.005038,1,6320,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_wizards,Wizards Coloring Pages,/coloring-pages/wizards,30,other,false,30,6352,0.004723,0.004723,1,6322,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_wolves,Wolves Coloring Pages,/coloring-pages/wolves,45,other,false,45,6352,0.007084,0.007084,1,6307,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_world_landmarks,World Landmarks Coloring Pages,/coloring-pages/world-landmarks,47,other,false,47,6352,0.007399,0.007399,1,6305,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_wyverns,Wyverns Coloring Pages,/coloring-pages/wyverns,15,other,false,15,6352,0.002361,0.002361,1,6337,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_zebras,Zebras Coloring Pages,/coloring-pages/zebras,19,other,false,19,6352,0.002991,0.002991,1,6333,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_dodo,Dodo Coloring Pages,/coloring-pages/dodo,11,other,false,11,6352,0.001732,0.001732,1,6341,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_bamboo,Bamboo Coloring Pages,/coloring-pages/bamboo,7,other,false,7,6352,0.001102,0.001102,1,6345,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_steam_train,Steam Train Coloring Pages,/coloring-pages/steam-train,15,other,false,15,6352,0.002361,0.002361,1,6337,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_birthday_celebration,Birthday Celebration Coloring Pages,/coloring-pages/birthday-celebration,190,other,false,190,6352,0.029912,0.029912,1,6162,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_christmas_plushie,Christmas Plushies Coloring Pages,/coloring-pages/christmas-plushie,183,other,false,183,6352,0.02881,0.02881,1,6169,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_halloween_costume,Halloween Costumes Coloring Pages,/coloring-pages/halloween-costume,161,other,false,161,6352,0.025346,0.025346,1,6191,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_summoning,Summoning Coloring Pages,/coloring-pages/summoning,336,other,false,336,6352,0.052897,0.052897,1,6016,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_terrier,Terrier Coloring Pages,/coloring-pages/terrier,29,other,false,29,6352,0.004565,0.004565,1,6323,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_woolly_mammoth,Woolly Mammoth Coloring Pages,/coloring-pages/woolly-mammoth,19,other,false,19,6352,0.002991,0.002991,1,6333,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_saber_toothed_tiger,Saber Toothed Tiger Coloring Pages,/coloring-pages/saber-toothed-tiger,13,other,false,13,6352,0.002047,0.002047,1,6339,0,high containment,false
hub_coloring_pages,Coloring Pages,/coloring-pages,6352,hub_magic,Magic Coloring Pages,/coloring-pages/magic,35,other,false,35,6352,0.00551,0.00551,1,6317,0,high containment,false
